id,area,height,bld_perimeter_m,centroid_lon,centroid_lat,has_building_tag,area_numeric,height_numeric,pois_within_100m,pois_within_250m,pois_within_500m,roadlen_250m,bld_density_100m,area_to_perimeter_ratio,volume_estimate,population
52,224,5,642.9231250025332,56.25739901661463,58.012486837578216,1,224,5,0,0,0,0.0,0.08399782202822455,36.385234051565405,116964.54208383124,94.9367088607595
53,178,1,642.8053400758654,56.274996334492734,58.002454701689246,1,178,1,0,0,0,0.0,0.16802152016514135,36.381702271786594,23386.352537736366,94.9367088607595
54,156,5,643.0524708088487,56.269161816623026,58.0234959138268,1,156,5,0,0,0,0.0,0.08398361866232894,36.38911099353898,117000.53885660897,94.9367088607595
55,124,9,642.8737245779485,56.2916185495707,58.00828005671409,1,124,9,0,0,0,0.0,0.16800649583934363,36.383752937924854,210511.4292154024,0.0
56,64,8,643.0980656556785,56.293111189611544,58.02737472185639,1,64,8,0,0,0,0.0,0.0839786130712977,36.39047725750644,187221.16455183862,0.0
57,116,4,643.0706111751497,56.2936484955039,58.02503925683583,1,116,4,0,0,0,0.0,0.08398162706630684,36.38965459863055,93604.4698383344,0.0
58,246,6,642.9100523069501,56.23232800986781,58.01137372365798,1,246,6,0,0,0,0.0,0.08399925779843416,36.384842130770224,140353.08476315066,0.0
59,223,1,643.8918971680105,56.24178078380187,58.09474621815627,1,223,1,0,0,0,0.0,0.16778311698800247,36.41423365560974,23446.830028844008,0.0
60,58,5,643.043692342937,56.22223933442842,58.02274900382453,1,58,5,0,0,0,0.0,0.25195374740125076,36.38884792196723,116998.09582118134,63.291139240506325
61,89,6,643.6940859574825,56.29105030849867,58.0779866035874,1,89,6,0,0,0,0.0,0.08391323433415908,36.408319389731204,140614.9194433766,0.0
62,208,3,643.5508777033538,56.22701759991528,58.06584150241197,1,208,3,0,0,0,0.0,0.1678578677197921,36.404035403493026,70283.54691679782,36.58536585365854
63,240,2,643.3053816016763,56.238434134975044,58.04499867080817,1,240,2,0,0,0,0.0,0.33582344236564454,36.396687102256664,46828.36944350144,0.0
64,60,2,643.4872037619352,56.23987754941372,58.0604383191327,1,60,2,0,0,0,0.0,0.41967958072600725,36.40213002458106,46848.60979379637,0.0
65,172,5,643.2068896014243,56.27001144661697,58.03662844468902,1,172,5,0,0,1,0.0,0.41983334169737846,36.39373741815019,117043.51341046546,0.0
66,165,5,643.849844224751,56.20511011668638,58.09118484268539,1,165,5,0,0,0,0.0,0.08389616565180642,36.41297663827993,117222.44686364503,0.0
67,238,4,643.2033897079527,56.29935722337132,58.03633092412235,1,238,4,0,0,1,0.0,0.0839670524418316,36.39363258509657,93634.03151565419,0.0
68,110,7,643.4048363119364,56.300483495936206,58.053445962575815,1,110,7,0,0,0,0.0,0.08394495002587488,36.39966470155033,163938.04241857017,0.0
69,173,1,643.4955351687968,56.218680528998995,58.06114540909364,1,173,1,0,0,1,306.3440165468822,0.16787000496636703,36.402379354883344,23424.768620790594,36.58536585365854
70,150,4,643.2007001359016,56.22063357647422,58.03610228389308,1,150,4,0,0,1,0.0,0.251902042849201,36.393552022854294,93633.43271170316,0.0
71,233,1,643.1654246486723,56.260517075629544,58.03310319332581,1,233,1,0,0,0,0.0,0.16794243842820086,36.39249533628651,23406.394753380035,0.0
72,183,5,642.9078434314579,56.26377343471223,58.011185634278334,1,183,5,0,0,0,0.0,0.2519985012102303,36.38477590687545,116960.28924205469,94.9367088607595
73,56,1,643.5451028160751,56.27048504466016,58.06535154319298,1,56,1,0,0,0,0.0,0.08392956706807604,36.4038626113235,23427.527543510314,82.1917808219178
74,223,3,643.9548850562423,56.221180565627435,58.10007894233944,1,223,3,0,0,0,0.0,0.16776931746228718,36.416116138492065,70351.00775572064,0.0
75,198,3,643.5191173218191,56.234345436922425,58.063146653965376,1,198,3,0,0,1,0.0,0.08393241645880725,36.40308505302372,70278.24359254805,0.0
76,117,4,643.1812909916043,56.2767142142351,58.03445221028305,1,117,4,0,0,0,0.0,0.25190843336402136,36.39297063105715,93629.1114795834,0.0
77,183,8,642.7893372680992,56.22220333305191,58.00109117035479,1,183,8,0,0,0,0.0,0.08401251821433571,36.38122232789227,187083.69460424373,63.291139240506325
78,54,9,643.3281776495278,56.20101196699769,58.04693529904356,1,54,9,0,0,0,0.0,0.16790671905301552,36.39736968001556,210739.08189490158,0.0
79,228,5,643.6685792189091,56.234124948701584,58.07582416901005,1,228,5,0,0,0,306.4097367991066,0.16783206027523484,36.40755651096811,117172.0010432727,0.0
80,89,5,642.9954914506525,56.240335627983384,58.01864719808518,1,89,5,0,1,2,0.0,0.08398987493087719,36.38740331704495,116984.68157421912,0.0
81,224,7,643.405653392896,56.26050327238394,58.053515342318455,1,224,7,0,0,0,0.0,0.25183458120185787,36.39968916067245,163938.36076884327,82.1917808219178
82,210,9,642.8434947431087,56.23893755717256,58.00570519829758,1,210,9,0,0,0,0.0,0.25201970567026405,36.382846480797646,210496.2859512074,0.0
83,107,2,643.4732649512589,56.22953969465004,58.05925525247961,1,107,2,0,0,0,0.0,0.16787488957318264,36.401712869325436,46847.05813248962,0.0
84,76,2,643.4102725479752,56.2547244901834,58.053907557655165,1,76,2,0,0,0,0.0,0.2518330611944143,36.39982743199053,46840.045850232236,82.1917808219178
85,94,6,643.4250782318413,56.20488993272888,58.05516464724413,1,94,6,0,0,0,0.0,0.2518281892691176,36.40027061685521,140525.08203426318,36.58536585365854
86,238,6,643.5014860220253,56.20457614710165,58.06165044001847,1,238,6,0,0,0,0.0,0.25180304968846695,36.40255743971064,140550.59906315093,36.58536585365854
87,161,9,642.9681788291782,56.29654421947453,58.01632244590665,1,161,9,0,0,0,0.0,0.08399287415609373,36.38658464794024,210558.74491157808,0.0
88,71,5,643.1280190031976,56.29075016152565,58.029922342261244,1,71,5,0,0,0,0.0,0.16795064998731907,36.391374713339374,117021.5638229219,0.0
89,233,5,643.2923834007233,56.282924311467276,58.04389430230317,1,233,5,0,0,0,0.0,0.16791457350757708,36.39629787784059,117067.3062259753,0.0
90,145,4,643.4170771557838,56.25607493842718,58.05448532189681,1,145,4,0,0,0,0.0,0.2518308220619429,36.40003111975796,93681.60667141707,82.1917808219178
91,136,1,643.531178176403,56.2050283486207,58.06417006729629,1,136,1,0,0,0,306.3591522415525,0.16786218784862986,36.40344595516443,23426.752501611427,36.58536585365854
92,242,2,643.0988421533257,56.22046600922708,58.027440770918034,1,242,2,0,0,0,0.0,0.08397852782940506,36.390500523679925,46805.37757709811,63.291139240506325
93,173,4,642.7889018505812,56.23723197759673,58.00105406831937,1,173,4,1,1,2,0.0,0.16802513210411,36.38120926885123,93541.7503612091,0.0
94,99,7,643.4004752803594,56.29003845109309,58.053075653615906,1,99,7,0,0,0,0.0,0.16789085677684837,36.399534154833034,163936.34328121948,0.0
95,71,5,643.1320468224585,56.22202098859174,58.030264887197475,1,71,5,0,0,0,0.0,0.08397488286630045,36.39149538764697,117022.68475989475,0.0
96,200,2,643.8113101515919,56.24059136288238,58.087920727799684,1,200,2,0,0,1,0.0,0.16780077548038033,36.411824660246914,46884.689151870865,0.0
97,163,2,642.888261763379,56.231060886827066,58.00951811927347,1,163,2,0,0,1,306.1356825995057,0.08400165115635537,36.38418881254407,46781.93587550245,0.0
98,99,3,643.0226031988859,56.25166412851428,58.02095449538831,1,99,3,0,0,0,0.0,0.25196069392671855,36.38821589638962,70195.33604354326,94.9367088607595
99,132,9,643.8527147509158,56.284528311381045,58.09142796786546,1,132,9,0,0,0,0.0,0.2516875534559129,36.413062447273134,211001.84230936045,0.0
100,189,9,643.1138999219984,56.29639345624661,58.02872152684335,1,189,9,0,0,0,0.0,0.1679537497192068,36.39095169092028,210631.7421019056,0.0
101,120,5,643.6659249477088,56.296587252701194,58.075599124649216,1,120,5,0,0,0,0.0,0.08391632108401006,36.407477121134896,117171.26236297659,0.0
102,159,2,643.5422691572458,56.233134319174475,58.06511112056608,1,159,2,0,0,0,0.0,0.08392987777829752,36.40377782327285,46854.73964537802,0.0
103,219,7,642.7979810349643,56.260201336136326,58.001827684489896,1,219,7,0,0,0,0.0,0.2520347057005228,36.38148156792038,163701.6005471103,94.9367088607595
104,66,9,643.5135951526463,56.28746626750226,58.06267805180542,1,66,9,0,0,0,0.0,0.08393302200685732,36.402919806264755,210831.96451487244,0.0
105,204,4,643.8666491899639,56.250125785930315,58.09260812172458,1,204,4,0,0,0,0.0,0.08389432450411535,36.41347898030891,93781.69893125664,0.0
106,68,8,643.6302520520985,56.20654034081437,58.072574243534866,1,68,8,0,0,0,0.0,0.08392023154353767,36.406410073329795,187458.1354257258,36.58536585365854
107,166,8,642.9335536584258,56.291662482130434,58.01337475697013,1,166,8,0,0,0,0.0,0.3359867067491634,36.385546692342764,187147.91098478448,0.0
108,235,6,643.9241892546415,56.20627350701045,58.097480390735086,1,235,6,0,0,0,0.0,0.25166406312383033,36.41519879690169,140691.7643895403,0.0
109,192,5,643.6848332434893,56.267353514086366,58.077202204229046,1,192,5,0,0,1,0.0,0.08391424850617811,36.40804265812386,117176.52451762171,82.1917808219178
110,246,1,643.728519776836,56.26104443117445,58.08090537106849,1,246,1,0,0,0,0.0,0.16781892065084564,36.40934917185833,23437.736484847683,0.0
111,78,4,643.7884601540864,56.24263219991803,58.0859848306113,1,78,4,0,0,0,0.0,0.08390289156165147,36.4111414935316,93764.29100393764,0.0
112,172,2,642.8131077513099,56.26560647622304,58.003116507403796,1,172,2,0,1,1,0.0,0.08400990672154618,36.38193522531563,46773.569769147856,94.9367088607595
113,222,1,643.0567045845091,56.227120874048644,58.023856128399025,1,222,1,0,0,0,0.0,0.08398315383571966,36.38923786825202,23400.34342228921,63.291139240506325
114,116,7,643.3514564856887,56.27689870174564,58.04891268315822,1,116,7,0,0,2,0.0,0.16790161129240952,36.398066664183986,163917.24466644818,0.0
115,244,9,643.588205434382,56.25817028282456,58.069008116711295,1,244,9,0,0,0,0.0,0.3356993646311501,36.405152223011854,210869.3396176097,82.1917808219178
116,233,9,643.1178003065288,56.29542864581608,58.029053260770375,1,233,9,0,0,0,0.0,0.16795289340948658,36.391068552267626,210633.6959507657,0.0
117,112,3,642.8785893004388,56.24146898380044,58.00869437304082,1,112,3,0,0,0,0.0,0.2520081407165217,36.38389880116475,70171.28871277985,0.0
118,100,1,643.1172805391252,56.286367773619,58.029009054185835,1,100,1,0,1,1,0.0,0.41988251880294375,36.391052979465755,23403.7150645003,0.0
119,211,9,643.2076252959669,56.25981028925452,58.03669098435857,1,211,9,0,0,0,0.0,0.3358663503992555,36.3937594542769,210678.69267514665,0.0
120,116,2,643.6471295859665,56.20082628183293,58.07400544946872,1,116,2,0,0,0,0.0,0.16783676276874657,36.406914929012224,46866.41265509221,36.58536585365854
121,153,5,643.7940436117351,56.260330950017554,58.086457895294515,1,153,5,0,0,0,0.0,0.1678045594648142,36.41130843164727,117206.91762407785,0.0
122,192,8,643.6263505369425,56.225482967536806,58.07224337738847,1,192,8,0,0,0,0.0,0.16784131849861372,36.406293364175454,187456.39816774277,36.58536585365854
123,111,6,643.3492722976953,56.21933205054323,58.048727161934345,1,111,6,0,0,1,0.0,0.08395104526302866,36.39800127026941,140499.7660002985,0.0
124,147,5,643.2076464686543,56.283786590411026,58.03669278351326,1,147,5,0,0,0,0.0,0.08396658527612788,36.39376008860529,117043.72404565205,0.0
125,242,1,642.7913652639836,56.23417583294265,58.00126397390151,1,242,1,0,1,3,0.0,0.08401229540661372,36.381283151306356,23385.574703265058,0.0
126,153,2,643.4055201169103,56.23370024669979,58.053504025738896,1,153,2,0,0,1,0.0,0.08394487501958062,36.39968517111549,46839.51681202607,0.0
127,177,1,643.4962042123079,56.28341949017413,58.06120218970834,1,177,1,0,0,0,0.0,0.16786985822691436,36.40239937692541,23424.805859674383,0.0
128,111,9,642.8690856546164,56.22526988536916,58.007884959926734,1,111,9,0,0,1,0.0,0.1680075149428523,36.38361384296288,210509.1054037782,63.291139240506325
129,153,4,642.8462488222867,56.28569246614912,58.00593979843386,1,153,4,0,0,0,0.0,0.08400626602033422,36.382929066806255,93554.51803258668,0.0
130,97,6,643.542104139924,56.293100348717765,58.06509711992868,1,97,6,0,0,0,0.0,0.08392989587242158,36.40377288579347,140564.1638277553,0.0
131,205,2,643.609112907201,56.254950542125954,58.07078146175975,1,205,2,0,0,0,0.0,0.25176764695957904,36.40577770355131,46862.18065777039,82.1917808219178
132,238,4,643.0495342798531,56.2351637181077,58.02324606517548,1,238,4,0,0,0,0.0,0.08398394106702269,36.38902299303281,93599.77729983056,0.0
133,189,1,643.1323670838028,56.250241608214964,58.03029212348416,1,189,1,0,0,1,0.0,0.25192454313555995,36.39150498282223,23404.554777735968,0.0
134,52,3,643.9555285051465,56.242123226037236,58.10013340843675,1,52,3,0,1,1,0.0,0.08388458825283036,36.416135367125264,70351.11519860473,0.0
135,75,5,643.2377871796489,56.20223759022872,58.039254743054954,1,75,5,0,0,0,0.0,0.08396327757946508,36.39466285024909,117052.1121666913,0.0
136,101,9,643.3172442428768,56.20161700047949,58.04600648776442,1,101,9,0,0,0,0.0,0.1679091181298325,36.39704230919485,210733.604940057,0.0
137,61,2,643.2397229894996,56.21065255678307,58.039419271794976,1,61,2,0,0,0,0.0,0.25188919544698235,36.394720828056364,46821.06036022773,0.0
138,151,2,643.8293477073312,56.25167827236545,58.08944872813375,1,151,2,0,0,0,0.0,0.33559364541762243,36.41236391111563,46886.69708357581,0.0
139,212,6,643.1251690983772,56.28845717598058,58.02967996813742,1,212,6,0,0,1,0.0,0.2519269134778748,36.39128932882496,140424.92483819887,0.0
140,152,9,643.9541676044464,56.215828202433556,58.100018211372415,1,152,9,0,0,0,0.0,0.08388473731515138,36.416094698637295,211052.6638693359,0.0
141,151,4,643.0571667775512,56.261130430380106,58.02389545201595,1,151,4,0,0,0,0.0,0.16796620618364552,36.38925171880053,93601.47659134502,94.9367088607595
142,167,5,643.4988707825541,56.25702273006269,58.06142849443744,1,167,5,0,0,0,0.0,0.1678692733785452,36.402479176701554,117124.77140147684,82.1917808219178
143,63,6,642.9264392219484,56.28008942600688,58.01276902336263,1,63,6,0,0,0,0.0,0.25199237410891706,36.385333409681245,140358.55731225054,0.0
144,146,7,643.5977228339761,56.257481104754696,58.06981539641372,1,146,7,0,0,0,0.0,0.5035427862664398,36.40543695623956,164013.1945215197,82.1917808219178
145,96,1,643.2885220255703,56.300363980552945,58.04356621182849,1,96,1,0,0,0,0.0,0.0839577104331366,36.39618224792501,23413.24632203716,0.0
146,220,6,643.8007667697966,56.26643263731991,58.08702750279984,1,220,6,0,0,0,0.0,0.16780308605586272,36.41150944133565,140650.54640393454,0.0
147,226,2,643.4082046560943,56.28458825942654,58.053731972955426,1,226,2,0,0,0,0.0,0.2518337416653054,36.399765531275506,46839.81565356105,0.0
148,142,5,643.0846786350012,56.20445559322623,58.02623597652617,1,142,5,0,0,0,0.0,0.08398008269194784,36.3900761313419,117009.50225408655,63.291139240506325
149,126,2,643.3677231557667,56.25959513121289,58.05029427514386,1,126,2,0,0,1,0.0,0.16789804230122976,36.398553669299915,46835.309273558036,0.0
150,72,2,643.6070075947791,56.2797152843409,58.07060290138208,1,72,2,0,0,1,0.0,0.08392277979481219,36.40571472161231,46861.946295463626,0.0
151,237,1,643.8838661964983,56.24280541298223,58.094066157252996,1,237,1,0,0,0,0.0,0.2516773148910657,36.413993612223166,23446.383027106836,0.0
152,124,2,643.3912743050605,56.25861889253778,58.05229433977722,1,124,2,0,0,0,0.0,0.16789287532665192,36.3992587195848,46837.93097550501,82.1917808219178
153,89,1,642.9608058240265,56.264955516912764,58.01569482051455,1,89,1,0,1,1,0.0,0.3359747353183715,36.386363637402766,23395.0057216969,94.9367088607595
154,108,8,642.9655426107347,56.22433551835637,58.016098041585245,1,108,8,0,0,0,0.0,0.08399316365311005,36.386505626191195,187162.15496031262,63.291139240506325
155,122,8,643.1551210228354,56.28826712420838,58.03222707513119,1,122,8,0,0,0,0.0,0.2519170504124771,36.392186666385776,187246.57004877715,0.0
156,177,6,643.6577935982496,56.286068387305704,58.07490968109549,1,177,6,0,0,0,0.0,0.16783442481941102,36.4072339066154,140602.7993025281,0.0
157,142,2,642.7984873056412,56.25686682234914,58.001870821086584,1,142,2,0,0,0,0.0,0.25203453883802107,36.38149675170166,46771.94222858085,94.9367088607595
158,212,8,643.7158537376672,56.27483598549391,58.07983180595938,1,212,8,0,0,0,0.0,0.251732545520104,36.40897039250902,187496.2519706589,0.0
159,160,6,642.8656274583191,56.216241135153254,58.00759041895792,1,160,6,0,0,0,0.0,0.2520124119987595,36.38351015013532,140338.24870911823,63.291139240506325
160,136,9,643.5146217569709,56.27906860735859,58.062765168927335,1,136,9,0,0,0,0.0,0.08393290943118664,36.402950526841614,210832.4787796904,82.1917808219178
161,235,2,643.5948749631643,56.28789427056297,58.069573840212186,1,235,2,0,0,2,0.0,0.3356964397463286,36.4053517571606,46860.595697090284,0.0
162,126,3,642.9867352247238,56.28010287159627,58.01790193899631,1,126,3,0,0,1,0.0,0.1679816728742709,36.38714086531474,70189.346836614,0.0
163,216,2,642.7907633632421,56.25224441424873,58.00121268667018,1,216,2,0,0,0,0.0,0.16802472306979063,36.38126509921015,46771.08240324607,94.9367088607595
164,198,5,643.6029440443963,56.274999015591696,58.07025824843164,1,198,5,0,0,0,0.0,0.1678464505819985,36.405593156407676,117153.73485776049,82.1917808219178
165,178,8,642.9653493948281,56.21310562268491,58.01608159408632,1,178,8,0,0,0,0.0,0.25197955461392607,36.38649983429502,187162.06892479083,63.291139240506325
166,167,1,643.7603732366115,56.258673385790075,58.08360490762093,1,167,1,0,0,0,0.0,0.16781193886201531,36.410301687338226,23439.509440308782,0.0
167,187,4,643.5637920442969,56.24804547868283,58.06693713733241,1,187,4,0,0,0,0.0,0.16785503571069144,36.40442180621897,93714.27112477917,0.0
168,56,8,643.1996556799859,56.260780521529824,58.03601349389486,1,56,8,0,0,0,0.0,0.2519023867309658,36.39352073756141,187266.40035020356,0.0
169,208,3,643.6473061721772,56.23241067913889,58.07402042295881,1,208,3,0,0,0,0.0,0.33567344810812194,36.40692021092977,70299.64846859178,0.0
170,144,1,642.9009834509343,56.24637533980601,58.01060148050929,1,144,1,0,0,0,0.0,0.16800050771410763,36.38457023600152,23391.676023549542,0.0
171,86,7,643.812011545524,56.241443487021,58.08798014703028,1,86,7,0,0,1,0.0,0.16780062177246885,36.41184562982653,164096.68530804894,0.0
172,214,2,643.4486004468054,56.253929919741836,58.057161604922584,1,214,2,0,0,0,0.0,0.16788029965944792,36.4009746754309,46844.312492413184,82.1917808219178
173,135,3,643.8668505381793,56.24024779743716,58.09262517377933,1,135,3,0,0,0,0.0,0.08389430244494629,36.41348499894674,70336.30781941368,0.0
174,237,4,643.0064841583371,56.26923918722501,58.01958275600557,1,237,4,0,1,1,0.0,0.1679773357430635,36.38773279307321,93590.19266461907,94.9367088607595
175,131,4,643.675306385383,56.299967793143786,58.07639452154619,1,131,4,0,0,0,0.0,0.08391529275228132,36.40775771891526,93739.09856374133,0.0
176,225,4,643.6520847156644,56.23397897825305,58.07442561575299,1,225,4,0,0,0,0.0,0.2517535146172264,36.40706314600982,93733.92851484448,0.0
177,167,9,643.0096482150257,56.28111957349215,58.01985202857303,1,167,9,0,0,0,0.0,0.08398832044725565,36.387827624838884,210579.51849070025,0.0
178,164,7,642.7842782251537,56.21528882721455,58.00066008489349,1,164,7,0,1,1,0.0,0.08401307403611512,36.38107059599825,163696.2616834172,63.291139240506325
179,135,6,643.8983191195875,56.2512568531988,58.09529000469813,1,135,6,0,0,0,0.0,0.2516725649230867,36.414425601668015,140683.12483820244,0.0
